outage_id,outage_s,run_id,baseline_cpp_strapdown_v1,baseline_cv_heading_v1,corrected_init_strapdown_v1,ekf_zupt_nhc_v1,ekf_zupt_nhc_v2,ekf_zupt_nhc_v3,v1,v2,v3,diff_v3_v2,diff_v3_v1,cross_v2,cross_v3,cross_diff,along_v2,along_v3,along_diff,head_v2,head_v3,head_diff
pair_Vta14__10s__0,10,pair_Vta14,51.21091684458564,44.86272633377023,56.405411710095535,108.84031305002344,32.53448751976796,37.432176902430136,108.84031305002344,32.53448751976796,37.432176902430136,4.897689382662179,-71.4081361475933,-32.28654216553355,-27.71269643236389,4.573845733169655,-4.009126520643734,-25.1628776059421,-21.153751085298367,9.767100411987316,16.130600411987302,6.363499999999986
pair_Vta14__120s__0,120,pair_Vta14,41981.16222830232,766.903853069171,42045.42581779514,2092.3860126222744,2193.684008977519,2267.5530828811384,2092.3860126222744,2193.684008977519,2267.5530828811384,73.86907390361921,175.167070258864,253.07244387317377,199.62233129938653,-53.45011257378724,-2179.035930626615,-2258.745686666425,-79.70975603981015,102.8610002441406,39.15229975585936,-63.70870048828124
pair_Vta14__30s__0,30,pair_Vta14,932.683503591728,149.41430920081964,947.606879427448,411.5297106693644,161.08414775157803,212.6747933153956,411.5297106693644,161.08414775157803,212.6747933153956,51.59064556381756,-198.85491735396883,-39.03963557484944,-98.27145962687403,-59.23182405202459,-156.28182606363103,-188.60858597436155,-32.326759910730516,41.26149975585941,17.2365997558594,-24.02490000000001
pair_Vta15__10s__0,10,pair_Vta15,83.35408414160536,70.05853014288009,81.97408955128273,209.3550603958886,123.82110585231663,128.7945414589843,209.3550603958886,123.82110585231663,128.7945414589843,4.973435606667664,-80.56051893690429,-3.928036887635578,-1.385582877897754,2.542454009737824,-123.75848518672215,-128.7867869386809,-5.02830175195875,12.401199786376964,15.04719978637695,2.6459999999999866
pair_Vta15__30s__0,30,pair_Vta15,2203.7475165673195,262.3825943317848,2197.7239921334003,738.399382486973,739.4317098804557,741.4667572507923,738.399382486973,739.4317098804557,741.4667572507923,2.0350473703365424,3.0673747638193163,-192.534876156434,-232.9729029385088,-40.438026782074814,-713.9245287625413,-703.9132087013371,10.011320061204174,105.5602931640625,44.25790683593749,-61.30238632812501
pair_Vta16__10s__0,10,pair_Vta16,45.38949017760534,30.65022358558609,94.53206084873295,181.6165596822396,139.867825198584,145.26570796904278,181.6165596822396,139.867825198584,145.26570796904278,5.397882770458779,-36.35085171319682,-1.41461833080578,12.42377244575828,13.83839077656406,-139.86041432766237,-144.73305707636035,-4.872642748697984,68.7841090332031,71.0026090332031,2.218500000000006
pair_Vta16__120s__0,120,pair_Vta16,33641.50292919026,754.2598243979909,25893.06372886073,2378.618959065864,1980.890304038755,2216.886688531636,2378.618959065864,1980.890304038755,2216.886688531636,235.99638449288113,-161.73227053422806,-256.090325727538,-416.54937751719206,-160.45905178965404,-1964.2629882203391,-2177.399832748737,-213.1368445283979,134.3537990234375,57.60430097656251,-76.74949804687498
pair_Vta16__60s__0,60,pair_Vta16,7716.642150660443,643.5927488872348,5802.7096361151225,903.6960604282287,721.5303511230856,796.4225155110126,903.6960604282287,721.5303511230856,796.4225155110126,74.8921643879271,-107.2735449172161,217.60579185228752,311.1999691116914,93.59417725940389,-687.9157749804215,-733.0853074694033,-45.16953248898187,108.85289911499024,155.5350991149902,46.682199999999966
pair_Vta17__10s__0,10,pair_Vta17,83.81663493331736,11.4590768091787,30.77838614522052,130.70271706219464,96.32517223006526,105.06606282529708,130.70271706219464,96.32517223006526,105.06606282529708,8.740890595231818,-25.636654236897556,-7.051503403327079,-1.3881279137932054,5.663375489533873,-96.06683332089878,-105.05706540293558,-8.990232082036798,108.1185932861328,98.6260932861328,-9.492500000000007
pair_Vta17__60s__0,60,pair_Vta17,7399.071791090151,403.7979252229426,1213.8951959344292,346.1082849567063,325.6652064522089,358.86625482377747,346.1082849567063,325.6652064522089,358.86625482377747,33.20104837156856,12.757969867071154,308.1108485200363,355.97411206785887,47.863263547822555,105.4790975721661,45.46890142506796,-60.010196147098135,52.05470512695314,67.97700512695312,15.922299999999979
pair_Vta1a__10s__0,10,pair_Vta1a,100.08139460181847,19.646004132734,62.440982749979554,184.5213963946764,141.88766855180086,156.6552111041763,184.5213963946764,141.88766855180086,156.6552111041763,14.767542552375431,-27.866185290500113,-38.46220231423135,-28.284867804021047,10.1773345102103,-136.57470142418322,-154.0798957694181,-17.505194345234884,102.33771171875004,90.67101171874998,-11.666700000000063
pair_Vta1a__120s__0,120,pair_Vta1a,56504.76323951678,1504.0019532418842,55229.04227046183,2403.6712764370527,2331.588059426707,2449.70533397964,2403.6712764370527,2331.588059426707,2449.70533397964,118.11727455293294,46.03405754258711,250.8083041096853,389.6247751673049,138.8164710576196,-2317.9534383075893,-2418.384195593897,-100.43075728630765,10.447012451171872,0.2003875488281323,-10.24662490234374
pair_Vta1a__30s__0,30,pair_Vta1a,992.13333738626,194.60634717318533,1326.3084419428883,519.7792808089055,511.4585238858082,537.2387015267204,519.7792808089055,511.4585238858082,537.2387015267204,25.780177640912257,17.459420717814965,-67.71136450253914,-20.066084969270392,47.64527953326875,-506.9532891532783,-536.8617287808074,-29.908439627529106,103.91919953460696,41.93039953460692,-61.98880000000004
pair_Vta1b__30s__0,30,pair_Vta1b,1000.2640465871156,79.83221241107697,1005.1981966061207,314.43122415523385,273.5445217222472,299.6143970662856,314.43122415523385,273.5445217222472,299.6143970662856,26.069875344038394,-14.81682708894823,39.12466103272921,72.2471367426281,33.12247570989889,-270.7320449326023,-290.7730477078231,-20.04100277522076,117.87479994468686,89.62089994468687,-28.253899999999987
pair_Vta1b__60s__0,60,pair_Vta1b,8058.085602444799,316.0970337128445,8132.574258455838,769.7978767834102,802.4701058311399,807.1691850815516,769.7978767834102,802.4701058311399,807.1691850815516,4.699079250411728,37.37130829814146,102.00027891279372,129.13640543422918,27.136126521435457,-795.9573030352566,-796.7671550586608,-0.8098520234042326,51.963686816406266,17.98208681640625,-33.981600000000014
pair_Vta21__10s__0,10,pair_Vta21,87.09821891648396,65.54183970177981,96.63978233157324,122.97767991309334,76.25068408172287,90.30214534923508,122.97767991309334,76.25068408172287,90.30214534923508,14.05146126751221,-32.675534563858264,-73.1960139659887,-77.54189235393338,-4.34587838794468,-21.36688209420637,-46.27947273686164,-24.91259064265527,13.632099176025406,20.42479917602537,6.792699999999964
pair_Vta21__180s__0,180,pair_Vta21,90396.2688038394,2616.7985676711014,90242.39496981938,1275.2670844917593,1001.3564599785278,1145.793929545403,1275.2670844917593,1001.3564599785278,1145.793929545403,144.43746956687517,-129.47315494635632,-761.3914796857773,-648.8036460284584,112.58783365731892,-650.3207976847534,-944.3511298650408,-294.03033218028736,17.829800118255605,15.392300118255603,-2.4375000000000018
