outage_id,outage_s,run_id,baseline_cpp_strapdown_v1,baseline_cv_heading_v1,corrected_init_strapdown_v1,ekf_zupt_nhc_v1,ekf_zupt_nhc_v2,ekf_zupt_nhc_v3,v1,v2,v3,diff_v3_v2,diff_v3_v1,cross_v2,cross_v3,cross_diff,along_v2,along_v3,along_diff,head_v2,head_v3,head_diff
pair_S3c__120s__0,120,pair_S3c,41190.177775064,2767.6064549235416,35299.81803029799,1279.1606380909952,749.7329972269654,1298.7343180018863,1279.1606380909952,749.7329972269654,1298.7343180018863,549.0013207749209,19.573679910891087,-742.9746950581373,-1048.946436875104,-305.97174181696664,100.52624335440214,765.8914519406158,665.3652085862136,17.07669985504151,4.199499855041495,-12.877200000000016
pair_S3c__30s__0,30,pair_S3c,67.50616608277116,39.20108101832185,216.56419055194527,1006.2848865122918,910.5997487115882,932.5271179916584,1006.2848865122918,910.5997487115882,932.5271179916584,21.927369280070252,-73.75776852063336,-26.16438475885235,-26.63789248247963,-0.47350772362727866,-910.1937414221676,-932.115085521129,-21.921344098961413,59.81329023437502,35.221590234375014,-24.591700000000003
pair_S4__120s__0,120,pair_S4,5955.63815696299,4597.689384777245,22757.64098067201,3772.248370240788,3036.60267397432,3133.248603919952,3772.248370240788,3036.60267397432,3133.248603919952,96.6459299456319,-638.999766320836,-1001.544982784618,-1023.638431190146,-22.093448405527965,2866.5113707042983,2961.1403040179266,94.6289333136283,55.58149584960938,74.40789584960939,18.826400000000007
pair_S4__60s__0,60,pair_S4,6314.744335647187,4318.550902924377,5530.788975572381,3972.5087279257145,3963.508160367685,4059.3814253533305,3972.5087279257145,3963.508160367685,4059.3814253533305,95.87326498564562,86.872697427616,1815.437659916786,2193.9797275466776,378.54206762989156,3523.9555217826983,3416.0804089064072,-107.87511287629104,99.2046107421875,77.17171074218751,-22.032899999999984
pair_Vfa01__120s__0,120,pair_Vfa01,30327.01383308372,862.2665273002301,29731.102228809446,1129.80379092599,827.0906454886979,1139.928617655837,1129.80379092599,827.0906454886979,1139.928617655837,312.837972167139,10.124826729846973,-472.8787394557834,-491.27454686274285,-18.395807406959477,-678.5427691090074,-1028.5842705372258,-350.04150142821845,48.86239905395507,82.2485990539551,33.38620000000003
pair_Vfa01__60s__0,60,pair_Vfa01,4558.791007370567,42.80876645383693,10764.014342794297,687.1161864147361,485.001884069151,767.7646630403839,687.1161864147361,485.001884069151,767.7646630403839,282.7627789712329,80.64847662564773,-121.70680365409429,84.65831268359537,206.36511633768964,-469.4827884078096,-763.0723219375656,-293.58953352975595,171.34310268554688,90.04680268554688,-81.2963
pair_Vfa02__10s__0,10,pair_Vfa02,105.74866776553522,73.80547250874345,22.918161320380143,340.0687013837589,298.5901253256312,306.879088600424,340.0687013837589,298.5901253256312,306.879088600424,8.288963274792764,-33.189612783334894,15.035891158372529,26.35756044902979,11.321669290657262,-298.2098656909862,-305.7438882290478,-7.534022538061606,61.26669365234375,67.93469365234375,6.668000000000006
pair_Vfa02__120s__0,120,pair_Vfa02,26025.045915254643,2159.146531363322,45290.195821561545,2837.600060087689,2703.6550773692297,2816.654550590973,2837.600060087689,2703.6550773692297,2816.654550590973,112.9994732217433,-20.945509496716113,1208.5858702484152,1196.092051882216,-12.493818366199093,-2418.1715374013656,-2549.736639916837,-131.56510251547115,150.73040463867187,153.56120463867188,2.8308000000000106
pair_Vfa02__60s__0,60,pair_Vfa02,873.4384630202653,233.9332686397456,3224.229206207955,1668.085021142904,1554.1631712830751,1686.47066069832,1668.085021142904,1554.1631712830751,1686.47066069832,132.30748941524485,18.38563955541599,-451.7227523889375,-404.5154115126508,47.20734087628671,-1487.0053622136202,-1637.1567427979096,-150.15138058428943,25.56628632812499,29.093886328124995,3.5276000000000067
pair_Vta10__10s__0,10,pair_Vta10,7.349676395821154,1.8501730956502644,7.044541619127161,261.92482485765623,228.59885119644807,235.1818576884502,261.92482485765623,228.59885119644807,235.1818576884502,6.583006492002141,-26.742967169206025,76.82379034161558,68.18935826092104,-8.634432080694538,-215.3054569375448,-225.08142509293543,-9.775968155390643,97.43258657226562,107.61798657226564,10.185400000000016
pair_Vta10__120s__0,120,pair_Vta10,45436.41952814832,1051.4782285297474,45615.93706979731,2879.536097658788,2767.0151882006385,2900.12163023311,2879.536097658788,2767.0151882006385,2900.12163023311,133.10644203247148,20.58553257432186,1497.8175014235967,1610.8055710346175,112.98806961102082,-2326.34583103631,-2411.4087737560444,-85.06294271973456,128.61648974609375,70.56201025390624,-58.05447949218751
pair_Vta10__60s__0,60,pair_Vta10,3988.300687083151,687.575889216678,3724.7345586178008,1138.042694523832,1041.3861407246336,1081.4286130144535,1138.042694523832,1041.3861407246336,1081.4286130144535,40.0424722898199,-56.61408150937859,470.6450910054696,637.2343075797098,166.5892165742402,-928.9212336572612,-873.6987195366719,55.22251412058927,94.70830024414062,128.66670024414063,33.95840000000001
pair_Vta11__10s__0,10,pair_Vta11,404.3269355467641,96.58799395476038,424.3276121904864,85.03670570071155,126.35948378461798,175.0574698215064,85.03670570071155,126.35948378461798,175.0574698215064,48.69798603688842,90.02076412079485,3.189974058667694,67.17746501597375,63.98749095730606,126.31984850582404,161.65563086225242,35.33578235642838,48.77400173950196,28.47780173950196,-20.296200000000002
pair_Vta11__30s__0,30,pair_Vta11,1407.096377198067,546.885603912623,1507.53548002927,165.2128587648762,68.80088413686667,166.52086630835453,165.2128587648762,68.80088413686667,166.52086630835453,97.71998217148786,1.3080075434783396,0.9998396794705462,-134.16009476455076,-135.1599344440213,-68.79361771842483,-98.6402645800512,-29.84664686162637,94.2871009765625,33.06849902343748,-61.21860195312502
pair_Vta13__10s__0,10,pair_Vta13,95.91767193090216,37.6738563531873,95.4733536420099,177.687050834057,166.06793092263396,219.2105999448391,177.687050834057,166.06793092263396,219.2105999448391,53.142669022205126,41.523549110782085,-44.19743131176185,-55.90679946941287,-11.70936815765102,-160.07800921592442,-211.9606768477518,-51.88266763182739,12.876700328063976,10.325900328063966,-2.5508000000000095
