outage_id,run_id,outage_s,env,speed_cat,timing_cat,start_s,v0,mean_ax,max_ax,mean_gz,max_gz,err_v1,err_v2,diff,status
pair_Vtb5__60s__0,pair_Vtb5,60,Urban / Suburban,High (>15 m/s),Late (>=120s),5309.4,25.92,1.1026631666666666,4.9228,0.1038535,0.4544,1303.5954336897155,1228.8610980222209,-74.73433566749463,improved
pair_Vtb5__120s__0,pair_Vtb5,120,Urban / Suburban,High (>15 m/s),Late (>=120s),5033.5,26.71,1.0908569166666666,6.7885,0.09330066666666666,0.4896,2871.74156530696,2837.1237347646256,-34.61783054233456,improved
pair_Vtb5__180s__0,pair_Vtb5,180,Urban / Suburban,High (>15 m/s),Late (>=120s),3421.1,24.34,1.1985344999999998,10.2335,0.08393516666666667,0.6905,3538.6712244218443,3740.350527855768,201.6793034339239,regressed
pair_Vtb6__10s__0,pair_Vtb6,10,Urban / Suburban,High (>15 m/s),Early (<120s),19.2,17.19,1.129548,3.1117,0.08205100000000001,0.2643,164.88498422074102,113.47526972673931,-51.409714494001705,improved
pair_Vtb7__10s__0,pair_Vtb7,10,Urban / Suburban,High (>15 m/s),Early (<120s),18.7,15.38,1.317689,6.2482,0.11204800000000002,0.422,193.6912884625028,133.26467003967616,-60.426618422826635,improved
pair_Vtb8__10s__0,pair_Vtb8,10,Urban / Suburban,High (>15 m/s),Early (<120s),41.1,18.84,1.747429,4.8147,0.170929,0.4872,177.40072905772325,200.0845868940376,22.68385783631436,regressed
pair_Vtb8__30s__0,pair_Vtb8,30,Urban / Suburban,High (>15 m/s),Early (<120s),20.5,20.0,1.3847296666666666,8.3381,0.12801633333333332,0.5274,560.5869410880649,658.1331371383571,97.54619605029222,regressed
pair_Vtb9__10s__0,pair_Vtb9,10,Urban / Suburban,High (>15 m/s),Early (<120s),12.8,22.68,1.4127180000000004,5.6688,0.143451,0.4569,74.10361688736377,31.77655736809385,-42.32705951926992,improved
pair_S2__10s__0,pair_S2,10,Highway / Motorway,Med (5-15 m/s),Late (>=120s),7027.0,10.59,0.591948,1.8639,0.04766600000000001,0.3359,84.64558300962962,120.5813629338056,35.935779924175975,regressed
pair_S2__30s__0,pair_S2,30,Highway / Motorway,Med (5-15 m/s),Late (>=120s),7976.4,9.72,0.729202,3.443,0.03941,0.3935,344.7709698914978,318.06789171456694,-26.703078176930887,improved
pair_S2__60s__0,pair_S2,60,Highway / Motorway,Med (5-15 m/s),Late (>=120s),3136.3,6.368,1.330342,8.1806,0.0537085,0.4598,619.1365866760824,721.6699480761428,102.53336140006036,regressed
pair_S2__120s__0,pair_S2,120,Highway / Motorway,Med (5-15 m/s),Late (>=120s),6785.6,7.66,0.8030304166666665,7.1749,0.04495983333333334,0.4053,452.4441915541911,1213.031027570721,760.58683601653,regressed
pair_S2__180s__0,pair_S2,180,Highway / Motorway,Low (<5 m/s),Late (>=120s),795.1,2.5,0.6466653333333334,4.5039,0.03662072222222222,0.3642,919.7659493509188,372.93844264755165,-546.8275067033671,improved
pair_Vw1__10s__0,pair_Vw1,10,Mixed Road / Rural,Low (<5 m/s),Late (>=120s),829.8,0.0,0.260522,0.591,0.028140000000000002,0.0772,1.5810472640803617,1.5810472640803617,0.0,unchanged
pair_Vw1__30s__0,pair_Vw1,30,Mixed Road / Rural,Low (<5 m/s),Late (>=120s),1889.4,0.0,0.22966499999999995,0.6027,0.020538666666666667,0.0734,1.4342325236911255,1.4342325236911255,0.0,unchanged
pair_Vw1__60s__0,pair_Vw1,60,Mixed Road / Rural,Low (<5 m/s),Late (>=120s),508.7,0.0,0.1831295,0.5197,0.022661833333333336,0.0774,1.5214230762108627,1.527041073652862,0.005617997441999201,unchanged
pair_Vw1__120s__0,pair_Vw1,120,Mixed Road / Rural,Low (<5 m/s),Late (>=120s),1068.9,0.0,0.24775833333333327,0.7567,0.024302749999999998,0.0797,2.11923698161053,2.126090172487947,0.006853190877416981,unchanged
pair_Vw1__180s__0,pair_Vw1,180,Mixed Road / Rural,Low (<5 m/s),Late (>=120s),434.2,0.0,0.18956805555555556,0.5857,0.022137277777777777,0.0774,1.9548684527041595,1.956359163755731,0.0014907110515713917,unchanged
pair_Vw10__10s__0,pair_Vw10,10,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),32.7,13.46,1.607454,5.3588,0.239879,0.732,204.8512073565863,235.67032689650776,30.819119539921473,regressed
pair_Vw10__30s__0,pair_Vw10,30,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),14.4,6.55,1.402952,6.318,0.22089566666666666,0.9472,389.0711970816921,394.9314622729668,5.860265191274721,regressed
pair_Vw11__10s__0,pair_Vw11,10,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),154.3,12.52,1.4513170000000002,4.1423,0.13282300000000002,0.4493,88.69141837187385,60.89357075342818,-27.797847618445672,improved
pair_Vw11__30s__0,pair_Vw11,30,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),345.6,10.83,0.647891,4.1569,0.030977666666666667,0.2434,46.47816141115973,39.073828006161925,-7.404333404997807,improved
pair_Vw11__60s__0,pair_Vw11,60,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),375.9,7.24,1.798708,8.625,0.19562100000000002,0.9616,1090.1141006188448,1101.6396562307082,11.52555561186341,regressed
pair_Vw11__120s__0,pair_Vw11,120,Mixed Road / Rural,Low (<5 m/s),Late (>=120s),353.8,0.0,1.35397125,8.625,0.14494975000000002,0.9616,2040.402943531957,2076.3982219073982,35.99527837544133,regressed
pair_Vw11__180s__0,pair_Vw11,180,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),30.4,10.84,0.8825222777777779,8.2187,0.08081794444444444,0.867,900.1866009898287,598.7689829144881,-301.41761807534056,improved
pair_Vw12__10s__0,pair_Vw12,10,Mixed Road / Rural,High (>15 m/s),Early (<120s),21.3,25.61,3.625217,8.4356,0.345475,0.7686,330.1921630131196,427.3278767128453,97.13571369972567,regressed
pair_Vw12__30s__0,pair_Vw12,30,Mixed Road / Rural,High (>15 m/s),Early (<120s),13.9,25.925,2.4417693333333332,8.4356,0.21017433333333335,0.7686,720.909984983899,781.6209401300064,60.71095514610738,regressed
pair_Vw12__60s__0,pair_Vw12,60,Mixed Road / Rural,High (>15 m/s),Early (<120s),15.9,25.61,1.8418426666666665,8.4356,0.16566983333333332,0.7686,1372.6674462876183,1201.4472547090477,-171.22019157857062,improved
pair_Vw14a__10s__0,pair_Vw14a,10,Mixed Road / Rural,High (>15 m/s),Late (>=120s),161.5,25.4,2.5589890000000004,5.9971,0.25321799999999994,0.7094,289.186621728143,197.8355003372535,-91.35112139088949,improved
pair_Vw14a__30s__0,pair_Vw14a,30,Mixed Road / Rural,High (>15 m/s),Early (<120s),54.1,23.01,0.896254,4.4514,0.111402,0.552,815.0893294724682,702.7001878460561,-112.38914162641208,improved
pair_Vw14a__60s__0,pair_Vw14a,60,Mixed Road / Rural,High (>15 m/s),Late (>=120s),138.8,28.48,1.3430416666666667,6.2759,0.143299,0.7094,1665.4054064050997,1635.3264397520918,-30.07896665300791,improved
pair_Vw14a__120s__0,pair_Vw14a,120,Mixed Road / Rural,High (>15 m/s),Early (<120s),85.0,24.36,1.38744025,6.2759,0.1406895833333333,0.7094,3231.527678916978,2978.3484172370754,-253.17926167990254,improved
pair_Vw14a__180s__0,pair_Vw14a,180,Mixed Road / Rural,High (>15 m/s),Early (<120s),50.4,23.01,1.276492388888889,6.2759,0.13562772222222225,0.7094,4376.191145243076,4160.737206883275,-215.4539383598012,improved
pair_Vw14b__10s__0,pair_Vw14b,10,Mixed Road / Rural,High (>15 m/s),Late (>=120s),512.5,24.07,1.012991,3.3988,0.11459,0.4581,229.0937095203333,194.16871260860137,-34.92499691173194,improved
pair_Vw14b__30s__0,pair_Vw14b,30,Mixed Road / Rural,High (>15 m/s),Late (>=120s),1549.8,21.23,1.6802733333333333,6.687,0.147062,0.6345,642.0650494623799,584.6604367828639,-57.404612679515935,improved
pair_Vw14b__60s__0,pair_Vw14b,60,Mixed Road / Rural,High (>15 m/s),Late (>=120s),1060.4,22.35,0.8118043333333332,3.2278,0.13336466666666666,0.6736,1297.694910115958,1220.2424601309258,-77.45244998503222,improved
pair_Vw14b__120s__0,pair_Vw14b,120,Mixed Road / Rural,High (>15 m/s),Late (>=120s),1502.3,17.61,1.9379605,10.2727,0.15223175,0.8716,2381.3702314558814,2139.06781780604,-242.30241364984158,improved
pair_Vw14b__180s__0,pair_Vw14b,180,Mixed Road / Rural,High (>15 m/s),Late (>=120s),225.3,29.85,0.9890294999999999,6.6039,0.13087688888888888,0.6992,4670.014209938599,4728.026837913959,58.012627975359464,regressed
pair_Vw14c__10s__0,pair_Vw14c,10,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),188.5,11.89,1.448102,5.3086,0.08556,0.4101,53.81652048509869,37.35507585972586,-16.461444625372835,improved
pair_Vw14c__30s__0,pair_Vw14c,30,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),137.8,5.53,0.789787,4.2638,0.050396,0.3033,124.32897613037991,128.84094626642138,4.5119701360414695,regressed
pair_Vw14c__60s__0,pair_Vw14c,60,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),626.2,13.676,0.9952226666666667,5.2192,0.11366783333333333,0.5939,1005.6894362373166,1037.265060168516,31.57562393119929,regressed
pair_Vw14c__120s__0,pair_Vw14c,120,Mixed Road / Rural,Low (<5 m/s),Late (>=120s),1431.7,1.382,0.8761091666666668,8.5133,0.06523333333333334,0.7511,465.9109186886754,495.82575027509085,29.91483158641546,regressed
pair_Vw14c__180s__0,pair_Vw14c,180,Mixed Road / Rural,High (>15 m/s),Late (>=120s),766.0,21.81,0.9442105555555557,7.979,0.11634761111111111,1.0957,4154.938344313162,3906.114125348393,-248.824218964769,improved
pair_Vw15__10s__0,pair_Vw15,10,Mixed Road / Rural,Low (<5 m/s),Early (<120s),57.1,0.0,0.21228100000000005,1.3312,0.025579,0.2819,3.41088733394377,3.4130791925737447,0.002191858629974508,unchanged
pair_Vw15__30s__0,pair_Vw15,30,Mixed Road / Rural,Low (<5 m/s),Early (<120s),58.0,0.0,0.170796,1.3312,0.018446666666666663,0.2819,4.3461051367979575,4.337296560142396,-0.008808576655561673,unchanged
pair_Vw15__60s__0,pair_Vw15,60,Mixed Road / Rural,Low (<5 m/s),Early (<120s),59.6,0.0,0.15906266666666669,1.3312,0.014896833333333333,0.2819,5.823968591369342,5.804014360752605,-0.019954230616736623,unchanged
pair_Vw16a__10s__0,pair_Vw16a,10,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),121.1,12.05,1.226074,3.7441,0.111865,0.3929,205.84900057443176,201.06816904678303,-4.780831527648729,improved
pair_Vw16a__30s__0,pair_Vw16a,30,Mixed Road / Rural,Low (<5 m/s),Early (<120s),55.0,0.03,1.2152806666666667,5.2586,0.103675,0.6279,257.25713027787435,282.289327586969,25.03219730909467,regressed
pair_Vw16a__60s__0,pair_Vw16a,60,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),112.6,9.845,1.5595716666666666,7.9243,0.13629716666666666,0.6281,650.9278204278569,736.0945130101518,85.1666925822949,regressed
pair_Vw16a__120s__0,pair_Vw16a,120,Mixed Road / Rural,Low (<5 m/s),Early (<120s),46.7,0.03,1.3309456666666668,7.9243,0.11600483333333335,0.6281,1101.1040765187925,1163.4259594467223,62.32188292792989,regressed
pair_Vw16a__180s__0,pair_Vw16a,180,Mixed Road / Rural,High (>15 m/s),Late (>=120s),251.4,19.82,1.3127458333333335,11.8398,0.13984327777777777,1.7273,3367.9139876643967,3036.59428792194,-331.3196997424566,improved
pair_Vw16b__10s__0,pair_Vw16b,10,Mixed Road / Rural,High (>15 m/s),Early (<120s),13.5,23.03,2.0573530000000004,9.5108,0.244705,1.0923,299.59176029246635,402.3787107292113,102.78695043674497,regressed
pair_Vw16b__30s__0,pair_Vw16b,30,Mixed Road / Rural,High (>15 m/s),Early (<120s),12.8,23.03,1.8226660000000001,9.8115,0.199572,1.3518,779.3231791692838,797.3612038586518,18.038024689368058,regressed
pair_Vw16b__60s__0,pair_Vw16b,60,Mixed Road / Rural,High (>15 m/s),Early (<120s),12.2,23.03,1.681094,9.8115,0.15286166666666665,1.3518,1121.1509552855514,1040.6368184582152,-80.51413682733619,improved
pair_Vw17__10s__0,pair_Vw17,10,Mixed Road / Rural,High (>15 m/s),Early (<120s),12.3,19.29,1.739828,7.1231,0.139372,0.4048,144.79310396174742,115.07017606477385,-29.722927896973573,improved
pair_Vw2__10s__0,pair_Vw2,10,Mixed Road / Rural,High (>15 m/s),Late (>=120s),1192.5,21.81,1.062297,4.4339,0.114952,0.3955,178.6983227199425,123.2387310965778,-55.4595916233647,improved
pair_Vw2__30s__0,pair_Vw2,30,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),1600.4,9.85,1.568416,7.9632,0.13539133333333334,0.5415,464.5977225703469,480.4685103563842,15.870787786037283,regressed
pair_Vw2__60s__0,pair_Vw2,60,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),2321.4,9.47,2.4682051666666665,9.8439,0.19563516666666667,0.7474,1378.2293940061656,1419.5413569789334,41.31196297276779,regressed
pair_Vw2__120s__0,pair_Vw2,120,Mixed Road / Rural,High (>15 m/s),Late (>=120s),4358.7,21.92,1.14115725,9.0725,0.12269091666666668,0.9428,2647.439075361247,2380.30890610772,-267.13016925352713,improved
pair_Vw2__180s__0,pair_Vw2,180,Mixed Road / Rural,Low (<5 m/s),Late (>=120s),425.9,4.19,1.4308428333333334,13.8892,0.13962049999999998,1.3015,794.9246462880476,833.4595555015161,38.534909213468495,regressed
pair_Vw3__10s__0,pair_Vw3,10,Mixed Road / Rural,High (>15 m/s),Late (>=120s),143.2,15.61,1.213249,6.4812,0.22532800000000003,1.038,106.4153068504016,83.46239989905446,-22.952906951347146,improved
pair_Vw3__30s__0,pair_Vw3,30,Mixed Road / Rural,High (>15 m/s),Early (<120s),86.6,15.8,1.4332946666666666,7.0989,0.12872566666666665,0.5227,397.4386447973848,371.1571023697376,-26.281542427647253,improved
pair_Vw3__60s__0,pair_Vw3,60,Mixed Road / Rural,High (>15 m/s),Late (>=120s),243.4,17.74,1.7960101666666666,8.2252,0.144243,1.0612,879.238164084429,767.3585065295385,-111.8796575548904,improved
pair_Vw3__120s__0,pair_Vw3,120,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),38.3,9.09,1.6852575,13.2714,0.16507,1.1594,1377.84250643341,1101.35814283588,-276.4843635975301,improved
pair_Vw3__180s__0,pair_Vw3,180,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),15.3,11.23,1.7607428333333333,13.2714,0.16949888888888887,1.1594,1440.2406826450783,1129.1575043825608,-311.08317826251755,improved
pair_Vw4__10s__0,pair_Vw4,10,Mixed Road / Rural,Low (<5 m/s),Late (>=120s),9002.2,2.41,1.4716840000000002,4.31,0.130639,0.5325,28.112175123720625,63.14965169151719,35.03747656779657,regressed
pair_Vw4__30s__0,pair_Vw4,30,Mixed Road / Rural,High (>15 m/s),Late (>=120s),3623.4,17.96,2.037102,8.0366,0.19929233333333335,1.0087,519.8661061530255,385.8828593854976,-133.98324676752787,improved
pair_Vw4__60s__0,pair_Vw4,60,Mixed Road / Rural,High (>15 m/s),Late (>=120s),7026.5,27.224,1.9744773333333334,10.1318,0.185648,0.8117,1410.665056864637,1372.8990468581185,-37.76601000651863,improved
pair_Vw4__120s__0,pair_Vw4,120,Mixed Road / Rural,High (>15 m/s),Late (>=120s),6882.9,23.72,0.94740175,4.3018,0.10658125,0.5995,2596.4195008146257,2631.501814018477,35.0823132038513,regressed
pair_Vw4__180s__0,pair_Vw4,180,Mixed Road / Rural,High (>15 m/s),Late (>=120s),4228.8,29.87,1.9153097777777779,11.8395,0.17648627777777778,1.2508,5041.020918056643,5097.630350855515,56.60943279887215,regressed
pair_Vw5__10s__0,pair_Vw5,10,Mixed Road / Rural,Low (<5 m/s),Early (<120s),34.0,3.87,1.6786210000000004,5.9226,0.147421,0.5102,51.45916231948214,50.68058780302009,-0.7785745164620508,improved
pair_Vw5__30s__0,pair_Vw5,30,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),25.2,6.89,1.398781,8.1275,0.120376,0.8821,149.82414439697024,206.90549056697395,57.08134617000371,regressed
pair_Vw5__60s__0,pair_Vw5,60,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),15.9,5.47,1.40897,8.1275,0.14013866666666666,0.8821,143.5042393237475,161.3389318331324,17.834692509384894,regressed
pair_Vw6__10s__0,pair_Vw6,10,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),21.8,8.24,1.9154290000000003,7.768,0.189661,0.8206,87.18899195964738,49.96317521025704,-37.22581674939034,improved
pair_Vw6__30s__0,pair_Vw6,30,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),86.1,5.86,1.2872036666666669,8.9233,0.09227733333333334,0.9491,277.1686879183204,329.9031097912696,52.73442187294921,regressed
pair_Vw6__60s__0,pair_Vw6,60,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),41.8,9.05,1.5017035,8.9689,0.14320933333333333,1.0873,240.70434335514616,200.2342165113891,-40.47012684375707,improved
pair_Vw7__10s__0,pair_Vw7,10,Mixed Road / Rural,Low (<5 m/s),Early (<120s),55.8,1.3,1.4196819999999999,4.6235,0.130342,0.5417,98.54225421909511,70.99005512122913,-27.55219909786598,improved
pair_Vw7__30s__0,pair_Vw7,30,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),31.8,5.523,1.2495786666666666,4.358,0.101076,0.5417,203.2677459231716,193.2632845274285,-10.004461395743078,improved
pair_Vw7__60s__0,pair_Vw7,60,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),45.8,7.03,1.5443636666666665,10.8787,0.13107883333333334,0.7871,59.23583492918959,284.9988689304548,225.76303400126523,regressed
pair_Vw7__120s__0,pair_Vw7,120,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),14.8,7.15,1.6146061666666667,10.8787,0.14878083333333333,0.9256,85.62510934576927,134.18986194181252,48.56475259604325,regressed
pair_Vw8__10s__0,pair_Vw8,10,Mixed Road / Rural,Low (<5 m/s),Early (<120s),57.1,1.44,2.9068050000000003,11.6649,0.21757300000000002,0.9837,46.32882670452278,31.465625939185788,-14.863200765336995,improved
pair_Vw8__30s__0,pair_Vw8,30,Mixed Road / Rural,Low (<5 m/s),Early (<120s),75.9,4.79,1.8855006666666665,7.3456,0.15972466666666665,0.6775,154.7223534825305,275.7335426036162,121.01118912108566,regressed
pair_Vw8__60s__0,pair_Vw8,60,Mixed Road / Rural,Low (<5 m/s),Early (<120s),53.2,1.44,1.8533246666666665,11.6649,0.16982266666666665,0.9837,83.73354320428953,128.31691943945495,44.58337623516542,regressed
pair_Vw8__120s__0,pair_Vw8,120,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),14.5,7.658,1.7389013333333332,11.6649,0.164528,1.0197,237.3323818692365,13.243468568148026,-224.0889133010885,improved
pair_Vw9__10s__0,pair_Vw9,10,Mixed Road / Rural,Med (5-15 m/s),Early (<120s),29.1,7.43,1.7049259999999995,7.9517,0.148823,0.8328,88.89342969736482,80.23809810802486,-8.655331589339966,improved
